x,y,organ
training_3852.png,1,colon_3
training_3853.png,1,breast_14
training_3854.png,0,prostate_3
training_3855.png,0,breast_7
training_3856.png,0,breast_3
training_3857.png,9,colon_1
training_3858.png,0,prostate_4
training_3859.png,1,prostate_1
training_3860.png,4,colon_9
training_3861.png,2,colon_5
training_3862.png,8,colon_3
training_3863.png,5,breast_11
training_3864.png,7,colon_8
training_3865.png,0,prostate_5
training_3866.png,1,colon_6
training_3867.png,1,prostate_10
training_3868.png,1,breast_11
training_3869.png,8,colon_3
training_3870.png,7,colon_11
training_3871.png,1,colon_5
training_3872.png,0,breast_3
training_3873.png,2,colon_5
training_3874.png,1,prostate_12
training_3875.png,2,colon_2
training_3876.png,1,prostate_1
training_3877.png,9,prostate_10
training_3878.png,3,breast_18
training_3879.png,1,colon_9
training_3880.png,1,colon_2
training_3881.png,1,colon_12
training_3882.png,2,colon_2
training_3883.png,1,prostate_2
training_3884.png,1,colon_5
training_3885.png,0,prostate_11
training_3886.png,0,prostate_11
training_3887.png,8,colon_13
training_3888.png,2,prostate_2
training_3889.png,1,colon_6
training_3890.png,5,prostate_9
training_3891.png,1,breast_11
training_3892.png,0,prostate_5
training_3893.png,3,breast_11
training_3894.png,4,prostate_4
training_3895.png,0,breast_12
training_3896.png,9,breast_10
training_3897.png,1,colon_5
training_3898.png,1,breast_11
training_3899.png,3,breast_3
training_3900.png,4,breast_6
training_3901.png,1,breast_8
training_3902.png,0,prostate_2
training_3903.png,2,colon_10
training_3904.png,10,breast_3
training_3905.png,1,breast_3
training_3906.png,2,colon_5
training_3907.png,2,colon_9
training_3908.png,1,breast_2
training_3909.png,1,prostate_6
training_3910.png,1,breast_12
training_3911.png,5,colon_11
training_3912.png,1,breast_11
training_3913.png,3,colon_9
training_3914.png,1,breast_16
training_3915.png,3,breast_3
training_3916.png,2,prostate_3
training_3917.png,4,prostate_4
training_3918.png,1,breast_12
training_3919.png,0,prostate_2
training_3920.png,1,prostate_11
training_3921.png,3,prostate_4
training_3922.png,1,prostate_6
training_3923.png,2,breast_9
training_3924.png,1,prostate_1
training_3925.png,0,breast_18
training_3926.png,0,breast_8
training_3927.png,8,breast_1
training_3928.png,2,breast_18
training_3929.png,1,colon_9
training_3930.png,1,prostate_5
training_3931.png,1,colon_9
training_3932.png,1,colon_4
training_3933.png,0,colon_10
training_3934.png,3,colon_9
training_3935.png,1,prostate_3
training_3936.png,0,prostate_5
training_3937.png,6,prostate_4
training_3938.png,0,colon_2
training_3939.png,1,breast_10
training_3940.png,2,breast_2
training_3941.png,3,prostate_1
training_3942.png,1,colon_3
training_3943.png,7,breast_4
training_3944.png,1,colon_7
training_3945.png,11,breast_16
training_3946.png,1,breast_2
training_3947.png,2,colon_8
training_3948.png,1,breast_10
training_3949.png,2,prostate_4
training_3950.png,1,colon_12
training_3951.png,0,colon_13
training_3952.png,2,colon_13
training_3953.png,1,prostate_7
training_3954.png,14,colon_10
training_3955.png,1,colon_8
training_3956.png,1,colon_12
training_3957.png,1,breast_12
training_3958.png,0,breast_12
training_3959.png,3,breast_9
training_3960.png,0,colon_13
training_3961.png,2,breast_2
training_3962.png,2,colon_2
training_3963.png,0,prostate_2
training_3964.png,6,colon_3
training_3965.png,7,breast_2
training_3966.png,3,breast_3
training_3967.png,0,prostate_8
training_3968.png,1,breast_12
training_3969.png,1,breast_8
training_3970.png,2,prostate_5
training_3971.png,5,breast_2
training_3972.png,1,prostate_1
training_3973.png,2,colon_8
training_3974.png,1,breast_16
training_3975.png,6,colon_4
training_3976.png,0,breast_1
training_3977.png,1,breast_16
training_3978.png,1,prostate_10
training_3979.png,2,prostate_2
training_3980.png,1,breast_8
training_3981.png,3,prostate_12
training_3982.png,26,prostate_3
training_3983.png,1,colon_9
training_3984.png,0,breast_9
training_3985.png,1,breast_16
training_3986.png,0,breast_8
training_3987.png,1,breast_18
training_3988.png,6,colon_11
training_3989.png,1,breast_9
training_3990.png,6,breast_11
training_3991.png,2,prostate_6
training_3992.png,0,colon_8
training_3993.png,0,prostate_11
training_3994.png,2,colon_4
training_3995.png,12,breast_2
training_3996.png,1,breast_8
training_3997.png,1,colon_11
training_3998.png,1,colon_12
training_3999.png,1,colon_4
training_4000.png,1,breast_8
training_4001.png,2,colon_6
training_4002.png,11,prostate_8
training_4003.png,1,breast_12
training_4004.png,1,breast_13
training_4005.png,7,prostate_11
training_4006.png,0,breast_2
training_4007.png,1,breast_12
training_4008.png,12,prostate_12
training_4009.png,7,colon_2
training_4010.png,0,prostate_3
training_4011.png,6,prostate_4
training_4012.png,1,breast_11
training_4013.png,0,breast_8
training_4014.png,1,colon_9
training_4015.png,3,colon_10
training_4016.png,1,colon_9
training_4017.png,42,breast_5
training_4018.png,3,prostate_1
training_4019.png,11,prostate_8
training_4020.png,0,colon_4
training_4021.png,1,breast_16
training_4022.png,0,colon_3
training_4023.png,2,prostate_11
training_4024.png,0,breast_9
training_4025.png,0,colon_1
training_4026.png,9,colon_8
training_4027.png,7,breast_11
training_4028.png,2,colon_9
training_4029.png,1,colon_2
training_4030.png,2,breast_2
training_4031.png,1,breast_18
training_4032.png,2,colon_9
training_4033.png,4,prostate_5
training_4034.png,29,breast_1
training_4035.png,1,breast_10
training_4036.png,1,colon_6
training_4037.png,0,prostate_2
training_4038.png,1,colon_5
training_4039.png,7,prostate_3
training_4040.png,1,breast_10
training_4041.png,4,breast_3
training_4042.png,0,prostate_7
training_4043.png,0,colon_4
training_4044.png,1,colon_5
training_4045.png,2,breast_11
training_4046.png,0,breast_15
training_4047.png,2,breast_11
training_4048.png,1,prostate_11
training_4049.png,0,colon_13
training_4050.png,2,breast_9
training_4051.png,0,colon_3
training_4052.png,2,breast_15
training_4053.png,0,colon_4
training_4054.png,2,prostate_3
training_4055.png,11,prostate_1
training_4056.png,5,breast_3
training_4057.png,1,colon_10
training_4058.png,1,breast_14
training_4059.png,1,colon_3
training_4060.png,2,colon_9
training_4061.png,6,prostate_4
training_4062.png,3,prostate_2
training_4063.png,1,breast_7
training_4064.png,6,colon_10
training_4065.png,8,colon_1
training_4066.png,2,breast_11
training_4067.png,0,prostate_7
training_4068.png,6,breast_18
training_4069.png,5,colon_3
training_4070.png,17,prostate_10
training_4071.png,3,colon_8
training_4072.png,2,breast_8
training_4073.png,4,colon_4
training_4074.png,1,breast_3
training_4075.png,2,prostate_2
training_4076.png,0,colon_13
training_4077.png,3,prostate_4
training_4078.png,1,breast_12
training_4079.png,1,prostate_2
training_4080.png,0,breast_3
training_4081.png,1,colon_11
training_4082.png,1,colon_8
training_4083.png,3,prostate_8
training_4084.png,2,breast_8
training_4085.png,2,colon_3
training_4086.png,2,colon_2
training_4087.png,0,colon_1
training_4088.png,2,breast_14
training_4089.png,4,colon_11
training_4090.png,1,breast_18
training_4091.png,1,breast_2
training_4092.png,8,breast_3
training_4093.png,1,colon_8
training_4094.png,23,breast_17
training_4095.png,1,breast_10
training_4096.png,3,breast_2
training_4097.png,4,colon_12
training_4098.png,1,prostate_12
training_4099.png,0,prostate_3
training_4100.png,1,breast_12
training_4101.png,12,breast_1
training_4102.png,0,colon_13
training_4103.png,1,prostate_2
training_4104.png,0,prostate_2
training_4105.png,1,prostate_8
training_4106.png,1,breast_8
training_4107.png,2,colon_2
training_4108.png,1,breast_2
training_4109.png,1,colon_9
training_4110.png,1,breast_16
training_4111.png,12,prostate_10
training_4112.png,0,breast_12
training_4113.png,0,prostate_4
training_4114.png,5,colon_8
training_4115.png,0,colon_4
training_4116.png,0,colon_11
training_4117.png,3,prostate_12
training_4118.png,1,breast_18
training_4119.png,1,breast_2
training_4120.png,3,prostate_4
training_4121.png,1,prostate_11
training_4122.png,1,colon_2
training_4123.png,24,breast_18
training_4124.png,15,breast_15
training_4125.png,3,colon_5
training_4126.png,1,colon_5
training_4127.png,2,colon_4
training_4128.png,4,prostate_7
training_4129.png,1,breast_3
training_4130.png,0,colon_3
training_4131.png,1,colon_9
training_4132.png,1,breast_10
training_4133.png,1,breast_8
training_4134.png,8,breast_13
training_4135.png,1,prostate_5
training_4136.png,1,colon_5
training_4137.png,6,breast_13
training_4138.png,2,breast_16
training_4139.png,5,colon_11
training_4140.png,6,colon_10
training_4141.png,0,colon_5
training_4142.png,3,colon_11
training_4143.png,7,breast_11
training_4144.png,0,breast_3
training_4145.png,1,breast_16
training_4146.png,2,breast_3
training_4147.png,3,prostate_4
training_4148.png,1,colon_9
training_4149.png,7,prostate_12
training_4150.png,1,breast_10
training_4151.png,0,breast_8
training_4152.png,0,colon_1
training_4153.png,9,colon_4
training_4154.png,1,breast_11
training_4155.png,5,colon_8
training_4156.png,0,colon_13
training_4157.png,5,prostate_8
training_4158.png,5,colon_9
training_4159.png,0,colon_2
training_4160.png,3,colon_4
training_4161.png,1,colon_2
training_4162.png,3,colon_3
training_4163.png,5,breast_11
training_4164.png,0,prostate_4
training_4165.png,0,colon_10
training_4166.png,1,colon_12
training_4167.png,1,breast_3
training_4168.png,0,breast_3
training_4169.png,1,breast_10
training_4170.png,6,prostate_5
training_4171.png,5,prostate_9
training_4172.png,0,colon_6
training_4173.png,2,prostate_1
training_4174.png,4,colon_8
training_4175.png,0,colon_6
training_4176.png,2,breast_16
training_4177.png,3,breast_11
training_4178.png,3,colon_4
training_4179.png,1,prostate_2
training_4180.png,1,colon_2
training_4181.png,2,breast_11
training_4182.png,7,colon_1
training_4183.png,1,prostate_11
training_4184.png,10,colon_3
training_4185.png,4,prostate_7
training_4186.png,18,breast_3
training_4187.png,1,breast_7
training_4188.png,2,colon_5
training_4189.png,8,breast_2
training_4190.png,6,breast_11
training_4191.png,1,colon_2
training_4192.png,4,colon_10
training_4193.png,0,colon_13
training_4194.png,1,colon_4
training_4195.png,1,colon_3
training_4196.png,0,breast_9
training_4197.png,1,prostate_1
training_4198.png,12,breast_11
training_4199.png,3,colon_12
training_4200.png,1,colon_7
training_4201.png,0,prostate_3
training_4202.png,1,colon_12
training_4203.png,2,colon_8
training_4204.png,3,colon_9
training_4205.png,2,colon_11
training_4206.png,2,prostate_1
training_4207.png,6,prostate_4
training_4208.png,1,breast_11
training_4209.png,3,colon_9
training_4210.png,1,colon_8
training_4211.png,3,colon_8
training_4212.png,0,colon_13
training_4213.png,1,colon_3
training_4214.png,0,breast_3
training_4215.png,3,colon_8
training_4216.png,1,colon_9
training_4217.png,0,colon_13
training_4218.png,1,colon_7
training_4219.png,1,colon_12
training_4220.png,14,breast_13
training_4221.png,0,colon_2
training_4222.png,1,breast_16
training_4223.png,0,breast_12
training_4224.png,6,prostate_12
training_4225.png,0,prostate_3
training_4226.png,1,breast_11
training_4227.png,1,colon_8
training_4228.png,2,colon_12
training_4229.png,5,breast_11
training_4230.png,1,colon_9
training_4231.png,15,colon_3
training_4232.png,0,prostate_1
training_4233.png,3,breast_3
training_4234.png,2,breast_9
training_4235.png,0,prostate_7
training_4236.png,1,breast_9
training_4237.png,1,colon_10
training_4238.png,2,breast_11
training_4239.png,0,prostate_5
training_4240.png,1,breast_3
training_4241.png,1,colon_2
training_4242.png,3,colon_12
training_4243.png,5,colon_12
training_4244.png,6,colon_4
training_4245.png,1,breast_11
training_4246.png,1,colon_4
training_4247.png,0,prostate_12
training_4248.png,5,prostate_12
training_4249.png,1,breast_8
training_4250.png,3,prostate_1
training_4251.png,0,colon_5
training_4252.png,3,prostate_10
training_4253.png,0,colon_4
training_4254.png,6,colon_8
training_4255.png,6,colon_11
training_4256.png,8,breast_9
training_4257.png,1,prostate_5
training_4258.png,2,colon_6
training_4259.png,0,prostate_2
training_4260.png,3,prostate_8
training_4261.png,4,colon_2
training_4262.png,1,breast_9
training_4263.png,0,breast_18
training_4264.png,4,prostate_2
training_4265.png,8,prostate_1
training_4266.png,0,prostate_11
training_4267.png,2,breast_8
training_4268.png,8,breast_16
training_4269.png,0,prostate_5
training_4270.png,1,colon_12
training_4271.png,1,colon_2
training_4272.png,15,prostate_8
training_4273.png,0,prostate_1
training_4274.png,0,breast_3
training_4275.png,0,breast_2
training_4276.png,1,prostate_10
training_4277.png,1,colon_3
training_4278.png,0,breast_5
training_4279.png,1,breast_10
training_4280.png,9,breast_1
training_4281.png,1,colon_8
training_4282.png,0,colon_4
training_4283.png,1,colon_4
training_4284.png,2,breast_13
training_4285.png,0,breast_9
training_4286.png,0,colon_5
training_4287.png,1,colon_10
training_4288.png,1,breast_12
training_4289.png,1,breast_11
training_4290.png,7,colon_9
training_4291.png,0,breast_3
training_4292.png,0,colon_10
training_4293.png,1,breast_14
training_4294.png,1,breast_3
training_4295.png,32,prostate_3
training_4296.png,0,colon_6
training_4297.png,2,colon_5
training_4298.png,4,breast_6
training_4299.png,0,colon_3
training_4300.png,0,breast_18
training_4301.png,0,breast_8
training_4302.png,3,colon_1
training_4303.png,1,breast_18
training_4304.png,0,breast_9
training_4305.png,2,colon_9
training_4306.png,1,colon_9
training_4307.png,2,prostate_2
training_4308.png,1,colon_3
training_4309.png,2,prostate_12
training_4310.png,2,colon_4
training_4311.png,0,prostate_1
training_4312.png,4,prostate_10
training_4313.png,1,prostate_11
training_4314.png,4,prostate_7
training_4315.png,6,colon_4
training_4316.png,0,prostate_6
training_4317.png,7,prostate_1
training_4318.png,4,colon_3
training_4319.png,1,breast_12
training_4320.png,3,colon_12
training_4321.png,1,prostate_1
training_4322.png,2,colon_9
training_4323.png,1,breast_18
training_4324.png,1,breast_2
training_4325.png,3,breast_11
training_4326.png,3,colon_7
training_4327.png,0,prostate_2
training_4328.png,8,breast_4
training_4329.png,1,prostate_2
training_4330.png,1,breast_16
training_4331.png,0,prostate_1
training_4332.png,1,breast_8
training_4333.png,6,breast_14
training_4334.png,2,breast_13
training_4335.png,1,breast_2
training_4336.png,2,colon_11
training_4337.png,4,breast_16
training_4338.png,4,colon_8
training_4339.png,1,prostate_9
training_4340.png,1,colon_8
training_4341.png,1,breast_11
training_4342.png,5,breast_1
training_4343.png,2,prostate_5
training_4344.png,1,breast_2
training_4345.png,0,prostate_5
training_4346.png,1,prostate_6
training_4347.png,3,prostate_6
training_4348.png,1,breast_12
training_4349.png,1,colon_10
training_4350.png,1,breast_10
training_4351.png,10,prostate_11
training_4352.png,2,breast_8
training_4353.png,1,colon_8
training_4354.png,5,breast_2
training_4355.png,1,breast_8
training_4356.png,0,colon_4
training_4357.png,4,prostate_12
training_4358.png,7,colon_4
training_4359.png,2,colon_4
training_4360.png,1,prostate_2
training_4361.png,8,breast_8
training_4362.png,1,breast_4
training_4363.png,6,colon_11
training_4364.png,2,colon_3
training_4365.png,0,breast_8
training_4366.png,4,breast_15
training_4367.png,1,colon_7
training_4368.png,5,colon_8
training_4369.png,1,colon_5
training_4370.png,10,prostate_12
training_4371.png,1,prostate_2
training_4372.png,0,breast_9
training_4373.png,1,breast_16
training_4374.png,1,breast_15
training_4375.png,0,prostate_9
training_4376.png,1,breast_7
training_4377.png,3,colon_10
training_4378.png,2,colon_8
training_4379.png,0,breast_9
training_4380.png,2,colon_10
training_4381.png,1,breast_2
training_4382.png,1,colon_5
training_4383.png,1,colon_8
training_4384.png,0,colon_8
training_4385.png,0,breast_3
training_4386.png,2,breast_2
training_4387.png,3,colon_4
training_4388.png,1,colon_2
training_4389.png,2,prostate_8
training_4390.png,2,prostate_1
training_4391.png,2,breast_4
training_4392.png,0,prostate_2
training_4393.png,11,breast_11
training_4394.png,0,colon_3
training_4395.png,3,prostate_9
training_4396.png,8,breast_8
training_4397.png,2,colon_9
training_4398.png,4,prostate_9
training_4399.png,1,prostate_6
training_4400.png,0,breast_3
training_4401.png,6,breast_6
training_4402.png,4,colon_10
training_4403.png,4,prostate_9
training_4404.png,29,breast_13
training_4405.png,7,breast_11
training_4406.png,2,prostate_2
training_4407.png,8,breast_1
training_4408.png,1,colon_5
training_4409.png,3,colon_4
training_4410.png,0,prostate_3
training_4411.png,1,prostate_2
training_4412.png,0,prostate_3
training_4413.png,1,colon_8
training_4414.png,1,breast_8
training_4415.png,1,colon_9
training_4416.png,1,breast_11
training_4417.png,2,colon_6
training_4418.png,2,colon_1
training_4419.png,1,prostate_12
training_4420.png,0,colon_11
training_4421.png,1,breast_8
training_4422.png,1,breast_3
training_4423.png,6,breast_8
training_4424.png,2,prostate_7
training_4425.png,1,breast_11
training_4426.png,4,prostate_9
training_4427.png,0,colon_3
training_4428.png,3,breast_3
training_4429.png,10,prostate_1
training_4430.png,1,breast_10
training_4431.png,0,prostate_4
training_4432.png,3,prostate_1
training_4433.png,1,breast_8
training_4434.png,1,breast_17
training_4435.png,1,colon_10
training_4436.png,1,colon_9
training_4437.png,5,colon_13
training_4438.png,3,breast_9
training_4439.png,3,breast_11
training_4440.png,3,colon_2
training_4441.png,1,breast_12
training_4442.png,1,colon_5
training_4443.png,4,colon_8
training_4444.png,0,breast_12
training_4445.png,1,breast_2
training_4446.png,1,prostate_10
training_4447.png,0,breast_11
training_4448.png,0,breast_12
training_4449.png,1,breast_3
training_4450.png,2,colon_13
training_4451.png,1,colon_12
training_4452.png,1,colon_2
training_4453.png,1,prostate_12
training_4454.png,1,colon_13
training_4455.png,4,colon_4
training_4456.png,5,prostate_4
training_4457.png,3,colon_3
training_4458.png,0,breast_14
training_4459.png,0,colon_2
training_4460.png,1,prostate_2
training_4461.png,10,prostate_11
training_4462.png,15,prostate_10
training_4463.png,8,prostate_1
training_4464.png,3,colon_8
training_4465.png,0,prostate_5
training_4466.png,3,prostate_12
training_4467.png,1,breast_18
training_4468.png,2,colon_8
training_4469.png,22,breast_16
training_4470.png,2,breast_15
training_4471.png,15,breast_17
training_4472.png,2,colon_10
training_4473.png,0,colon_12
training_4474.png,0,prostate_12
training_4475.png,5,colon_1
training_4476.png,1,colon_3
training_4477.png,8,prostate_1
training_4478.png,3,colon_11
training_4479.png,2,colon_9
training_4480.png,7,prostate_9
training_4481.png,2,breast_11
training_4482.png,1,breast_16
training_4483.png,5,colon_9
training_4484.png,6,breast_2
training_4485.png,1,colon_3
training_4486.png,2,colon_9
training_4487.png,3,breast_2
training_4488.png,0,breast_13
training_4489.png,1,breast_8
training_4490.png,3,colon_8
training_4491.png,1,prostate_4
training_4492.png,2,breast_9
training_4493.png,1,breast_16
training_4494.png,1,colon_8
training_4495.png,5,prostate_2
training_4496.png,4,colon_11
training_4497.png,1,breast_10
training_4498.png,5,breast_8
training_4499.png,1,breast_6
training_4500.png,0,colon_8
training_4501.png,10,breast_1
training_4502.png,1,prostate_12
training_4503.png,7,prostate_8
training_4504.png,1,colon_11
training_4505.png,0,colon_3
training_4506.png,0,prostate_1
training_4507.png,3,breast_4
training_4508.png,17,breast_8
training_4509.png,6,breast_9
training_4510.png,1,prostate_4
training_4511.png,2,colon_11
training_4512.png,5,colon_11
training_4513.png,0,breast_12
training_4514.png,1,colon_12
training_4515.png,2,prostate_2
training_4516.png,1,breast_18
training_4517.png,7,colon_4
training_4518.png,0,breast_3
training_4519.png,2,prostate_3
training_4520.png,1,prostate_10
training_4521.png,0,prostate_1
training_4522.png,0,breast_4
training_4523.png,0,prostate_10
training_4524.png,3,colon_8
training_4525.png,3,prostate_12
training_4526.png,2,colon_3
training_4527.png,2,breast_15
training_4528.png,1,breast_8
training_4529.png,2,colon_9
training_4530.png,1,colon_4
training_4531.png,1,prostate_2
training_4532.png,9,breast_13
training_4533.png,13,breast_8
training_4534.png,1,colon_2
training_4535.png,3,prostate_1
training_4536.png,0,breast_5
training_4537.png,1,colon_8
training_4538.png,4,breast_9
training_4539.png,7,colon_10
training_4540.png,0,prostate_8
training_4541.png,0,colon_1
training_4542.png,14,breast_4
training_4543.png,1,prostate_3
training_4544.png,0,breast_3
training_4545.png,3,colon_11
training_4546.png,0,breast_3
training_4547.png,1,prostate_11
training_4548.png,0,breast_3
training_4549.png,3,breast_13
training_4550.png,5,colon_12
training_4551.png,1,colon_5
training_4552.png,2,colon_3
training_4553.png,7,colon_9
training_4554.png,1,prostate_12
training_4555.png,11,colon_13
training_4556.png,2,breast_12
training_4557.png,2,prostate_7
training_4558.png,11,colon_10
training_4559.png,1,breast_12
training_4560.png,3,colon_9
training_4561.png,4,breast_1
training_4562.png,0,prostate_3
training_4563.png,1,colon_13
training_4564.png,3,breast_4
training_4565.png,1,colon_5
training_4566.png,4,prostate_5
training_4567.png,2,prostate_3
training_4568.png,1,colon_2
training_4569.png,1,colon_12
training_4570.png,2,colon_13
training_4571.png,0,colon_13
training_4572.png,0,colon_4
training_4573.png,0,colon_1
training_4574.png,1,breast_1
training_4575.png,1,breast_3
training_4576.png,29,breast_1
training_4577.png,1,prostate_11
training_4578.png,12,breast_15
training_4579.png,1,breast_2
training_4580.png,2,breast_12
training_4581.png,0,breast_12
training_4582.png,1,breast_9
training_4583.png,2,breast_3
training_4584.png,2,breast_18
training_4585.png,1,breast_3
training_4586.png,1,breast_3
training_4587.png,0,prostate_11
training_4588.png,0,breast_3
training_4589.png,0,breast_12
training_4590.png,0,prostate_4
training_4591.png,24,breast_12
training_4592.png,2,breast_12
training_4593.png,1,colon_4
training_4594.png,3,colon_8
training_4595.png,5,prostate_4
training_4596.png,1,colon_8
training_4597.png,8,colon_13
training_4598.png,4,prostate_1
training_4599.png,4,colon_9
training_4600.png,1,breast_18
training_4601.png,0,breast_3
training_4602.png,4,colon_3
training_4603.png,3,prostate_3
training_4604.png,2,breast_3
training_4605.png,4,colon_9
training_4606.png,0,prostate_10
training_4607.png,4,colon_10
training_4608.png,1,breast_10
training_4609.png,3,colon_2
training_4610.png,10,colon_4
training_4611.png,3,colon_2
training_4612.png,1,colon_2
training_4613.png,5,colon_3
training_4614.png,3,colon_9
training_4615.png,5,breast_1
training_4616.png,3,prostate_10
training_4617.png,8,colon_4
training_4618.png,0,prostate_12
training_4619.png,4,colon_13
training_4620.png,1,prostate_1
training_4621.png,1,breast_18
training_4622.png,0,prostate_7
training_4623.png,5,colon_11
training_4624.png,1,colon_3
training_4625.png,0,breast_9
training_4626.png,13,prostate_3
training_4627.png,3,breast_6
training_4628.png,1,colon_9
training_4629.png,2,colon_12
training_4630.png,3,breast_8
training_4631.png,2,colon_4
training_4632.png,2,breast_16
training_4633.png,4,colon_10
training_4634.png,2,colon_8
training_4635.png,0,breast_16
training_4636.png,4,colon_5
training_4637.png,3,prostate_4
training_4638.png,1,colon_13
training_4639.png,1,colon_10
training_4640.png,1,colon_10
training_4641.png,4,prostate_4
training_4642.png,4,breast_13
training_4643.png,0,colon_3
training_4644.png,0,colon_8
training_4645.png,3,colon_12
training_4646.png,3,colon_9
training_4647.png,0,prostate_8
training_4648.png,0,colon_2
training_4649.png,1,breast_3
training_4650.png,8,prostate_12
training_4651.png,3,colon_11
training_4652.png,1,colon_8
training_4653.png,1,colon_8
training_4654.png,1,breast_13
training_4655.png,1,colon_5
training_4656.png,2,colon_9
training_4657.png,3,breast_12
training_4658.png,0,colon_2
training_4659.png,1,breast_18
training_4660.png,1,colon_3
training_4661.png,6,breast_17
training_4662.png,7,colon_10
training_4663.png,2,breast_12
training_4664.png,3,prostate_2
training_4665.png,3,colon_10
training_4666.png,0,colon_8
training_4667.png,5,breast_11
training_4668.png,2,colon_6
training_4669.png,1,colon_9
training_4670.png,4,prostate_12
training_4671.png,2,breast_18
training_4672.png,2,prostate_12
training_4673.png,4,breast_9
training_4674.png,1,breast_11
training_4675.png,5,breast_3
training_4676.png,0,breast_3
training_4677.png,0,breast_12
training_4678.png,4,colon_8
training_4679.png,1,breast_16
training_4680.png,1,colon_8
training_4681.png,4,breast_11
training_4682.png,1,breast_12
training_4683.png,3,colon_3
training_4684.png,0,breast_18
training_4685.png,1,colon_3
training_4686.png,1,breast_4
training_4687.png,4,breast_12
training_4688.png,0,breast_12
training_4689.png,0,breast_3
training_4690.png,2,breast_18
training_4691.png,1,breast_3
training_4692.png,1,colon_10
training_4693.png,0,colon_10
training_4694.png,1,colon_10
training_4695.png,0,breast_1
training_4696.png,4,prostate_1
training_4697.png,0,colon_13
training_4698.png,0,prostate_10
training_4699.png,0,prostate_9
training_4700.png,0,breast_7
training_4701.png,1,breast_3
training_4702.png,0,prostate_3
training_4703.png,0,prostate_1
training_4704.png,2,breast_12
training_4705.png,2,breast_10
training_4706.png,0,colon_3
training_4707.png,3,breast_11
training_4708.png,0,colon_13
training_4709.png,10,colon_2
training_4710.png,1,colon_3
training_4711.png,0,breast_12
training_4712.png,3,breast_3
training_4713.png,1,breast_8
training_4714.png,6,prostate_1
training_4715.png,0,colon_1
training_4716.png,7,breast_16
training_4717.png,2,colon_9
training_4718.png,1,breast_3
training_4719.png,0,breast_18
training_4720.png,1,colon_3
training_4721.png,8,prostate_3
training_4722.png,0,colon_2
training_4723.png,0,colon_12
training_4724.png,2,breast_3
training_4725.png,3,breast_3
training_4726.png,1,colon_12
training_4727.png,1,prostate_5
training_4728.png,0,colon_13
training_4729.png,1,colon_4
training_4730.png,1,breast_11
training_4731.png,1,colon_3
training_4732.png,1,breast_13
training_4733.png,1,colon_4
training_4734.png,0,colon_3
training_4735.png,0,breast_3
training_4736.png,2,breast_10
training_4737.png,3,prostate_1
training_4738.png,2,breast_8
training_4739.png,4,colon_9
training_4740.png,1,prostate_1
training_4741.png,8,breast_3
training_4742.png,8,prostate_12
training_4743.png,3,breast_7
training_4744.png,1,colon_10
training_4745.png,0,prostate_1
training_4746.png,3,prostate_4
training_4747.png,0,breast_9
training_4748.png,1,prostate_1
training_4749.png,2,prostate_3
training_4750.png,1,prostate_2
training_4751.png,0,colon_8
training_4752.png,9,prostate_1
training_4753.png,2,breast_17
training_4754.png,2,prostate_9
training_4755.png,27,prostate_8
training_4756.png,3,breast_15
training_4757.png,0,prostate_1
training_4758.png,1,breast_8
training_4759.png,8,colon_1
training_4760.png,6,colon_9
training_4761.png,0,breast_3
training_4762.png,1,breast_12
training_4763.png,2,breast_3
training_4764.png,3,colon_8
training_4765.png,1,colon_5
training_4766.png,1,prostate_12
training_4767.png,5,breast_3
training_4768.png,1,colon_5
training_4769.png,1,colon_8
training_4770.png,4,colon_1
training_4771.png,0,prostate_7
training_4772.png,5,prostate_3
training_4773.png,2,breast_2
training_4774.png,12,breast_8
training_4775.png,6,colon_8
training_4776.png,1,breast_16
training_4777.png,0,breast_3
training_4778.png,2,breast_15
training_4779.png,2,colon_12
training_4780.png,3,colon_12
training_4781.png,1,colon_4
training_4782.png,4,breast_4
training_4783.png,1,breast_4
training_4784.png,0,prostate_8
training_4785.png,0,breast_3
training_4786.png,1,colon_9
training_4787.png,5,colon_11
training_4788.png,8,colon_4
training_4789.png,1,breast_9
training_4790.png,3,colon_13
training_4791.png,1,colon_9
training_4792.png,3,colon_9
training_4793.png,2,prostate_4
training_4794.png,1,colon_8
training_4795.png,0,prostate_11
training_4796.png,0,breast_3
training_4797.png,0,colon_13
training_4798.png,0,colon_13
training_4799.png,2,breast_12
training_4800.png,4,prostate_12
training_4801.png,1,colon_10
training_4802.png,0,prostate_3
training_4803.png,37,breast_1
training_4804.png,2,colon_9
training_4805.png,3,breast_15
training_4806.png,3,prostate_4
training_4807.png,6,breast_1
training_4808.png,3,colon_8
training_4809.png,0,colon_2
training_4810.png,1,colon_5
training_4811.png,0,colon_13
training_4812.png,2,prostate_2
training_4813.png,1,prostate_10
training_4814.png,1,colon_2
training_4815.png,1,colon_9
training_4816.png,1,colon_6
training_4817.png,25,breast_14
training_4818.png,0,breast_9
training_4819.png,1,prostate_1
training_4820.png,3,colon_3
training_4821.png,1,colon_9
training_4822.png,4,colon_13
training_4823.png,0,colon_8
training_4824.png,0,breast_9
training_4825.png,1,breast_12
training_4826.png,4,colon_6
training_4827.png,5,breast_12
training_4828.png,0,colon_13
training_4829.png,0,breast_3
training_4830.png,15,colon_1
training_4831.png,5,breast_11
training_4832.png,0,colon_3
training_4833.png,2,breast_10
